REF_DATE,unemployment_rate
2016-05,0.8
2016-05,0.9
2016-05,1.2
2016-05,18.1
2016-05,12.5
2016-05,5.5
2016-05,5.2
2016-05,0.2
2016-05,0.2
2016-05,0.3
2016-05,5.5
2016-05,5.3
2016-05,0.3
2016-05,0.2
2016-05,0.4
2016-05,5.4
2016-05,4.9
2016-05,0.4
2016-05,0.5
2016-05,0.7
2016-05,6.8
2016-05,6.7
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,6.9
2016-05,6.9
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,14.4
2016-05,15.1
2016-05,1.2
2016-05,1.2
2016-05,1.7
2016-05,19.4
2016-05,12.7
2016-05,5.5
2016-05,5.3
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,5.7
2016-05,5.4
2016-05,0.4
2016-05,0.3
2016-05,0.5
2016-05,5.1
2016-05,4.7
2016-05,0.6
2016-05,0.6
2016-05,0.8
2016-05,6.3
2016-05,6.6
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,6.3
2016-05,6.7
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,11.0
2016-05,14.0
2016-05,1.1
2016-05,1.2
2016-05,1.6
2016-05,16.9
2016-05,12.2
2016-05,5.5
2016-05,5.2
2016-05,0.3
2016-05,0.3
2016-05,0.5
2016-05,5.4
2016-05,5.2
2016-05,0.4
2016-05,0.4
2016-05,0.5
2016-05,5.8
2016-05,5.3
2016-05,0.7
2016-05,0.7
2016-05,1.0
2016-06,6.5
2016-06,6.3
2016-06,0.2
2016-06,0.2
2016-06,0.3
2016-06,6.6
2016-06,6.4
2016-06,0.2
2016-06,0.2
2016-06,0.3
2016-06,12.9
2016-06,12.8
2016-06,0.8
2016-06,0.9
2016-06,1.2
2016-06,13.5
2016-06,12.5
2016-06,5.4
2016-06,5.1
2016-06,0.2
2016-06,0.2
2016-06,0.3
2016-06,5.5
2016-06,5.3
2016-06,0.3
2016-06,0.2
2016-06,0.4
2016-06,5.0
2016-06,4.6
2016-06,0.4
2016-06,0.5
2016-06,0.7
2016-06,6.7
2016-06,6.4
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,6.9
2016-06,6.6
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,15.4
2016-06,15.0
2016-06,1.2
2016-06,1.2
2016-06,1.7
2016-06,13.9
2016-06,15.5
2016-06,5.3
2016-06,4.8
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,5.4
2016-06,4.9
2016-06,0.4
2016-06,0.3
2016-06,0.5
2016-06,4.9
2016-06,4.5
2016-06,0.6
2016-06,0.6
2016-06,0.8
2016-06,6.2
2016-06,6.2
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,6.2
2016-06,6.3
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,10.1
2016-06,10.6
2016-06,1.1
2016-06,1.2
2016-06,1.6
2016-06,13.1
2016-06,9.0
2016-06,5.5
2016-06,5.4
2016-06,0.3
2016-06,0.3
2016-06,0.5
2016-06,5.7
2016-06,5.6
2016-06,0.4
2016-06,0.4
2016-06,0.5
2016-06,5.0
2016-06,4.7
2016-06,0.7
2016-06,0.7
2016-06,1.0
2016-07,6.3
2016-07,6.9
2016-07,0.2
2016-07,0.2
2016-07,0.3
2016-07,6.5
2016-07,7.1
2016-07,0.2
2016-07,0.2
2016-07,0.3
2016-07,13.3
2016-07,14.5
2016-07,0.8
2016-07,0.9
2016-07,1.2
2016-07,19.9
2016-07,10.9
2016-07,5.1
2016-07,5.4
2016-07,0.2
2016-07,0.2
2016-07,0.3
2016-07,5.2
2016-07,5.6
2016-07,0.3
2016-07,0.3
2016-07,0.4
2016-07,4.8
2016-07,4.8
2016-07,0.4
2016-07,0.4
2016-07,0.6
2016-07,6.5
2016-07,6.5
2016-07,0.3
2016-07,0.3
2016-07,0.5
2016-07,6.7
2016-07,6.7
2016-07,0.3
2016-07,0.3
2016-07,0.5
2016-07,14.2
2016-07,14.8
2016-07,1.2
2016-07,1.3
2016-07,1.7
2016-07,19.2
2016-07,12.0
2016-07,5.2
2016-07,4.9
2016-07,0.3
2016-07,0.3
2016-07,0.4
2016-07,5.3
2016-07,5.0
2016-07,0.4
2016-07,0.3
2016-07,0.5
2016-07,5.0
2016-07,4.7
2016-07,0.6
2016-07,0.6
2016-07,0.8
2016-07,6.1
2016-07,7.3
2016-07,0.3
2016-07,0.3
2016-07,0.5
2016-07,6.2
2016-07,7.5
2016-07,0.3
2016-07,0.3
2016-07,0.5
2016-07,12.4
2016-07,14.2
2016-07,1.1
2016-07,1.2
2016-07,1.6
2016-07,20.7
2016-07,9.7
2016-07,4.9
2016-07,5.9
2016-07,0.3
2016-07,0.3
2016-07,0.5
2016-07,5.1
2016-07,6.2
2016-07,0.4
2016-07,0.4
2016-07,0.5
2016-07,4.5
2016-07,4.9
2016-07,0.7
2016-07,0.7
2016-07,1.0
2016-08,6.5
2016-08,7.4
2016-08,0.2
2016-08,0.2
2016-08,0.3
2016-08,6.6
2016-08,7.5
2016-08,0.2
2016-08,0.2
2016-08,0.3
2016-08,13.7
2016-08,13.2
2016-08,0.8
2016-08,0.9
2016-08,1.2
2016-08,16.5
2016-08,11.2
2016-08,5.2
2016-08,6.2
2016-08,0.2
2016-08,0.2
2016-08,0.3
2016-08,5.2
2016-08,6.3
2016-08,0.3
2016-08,0.3
2016-08,0.4
2016-08,5.1
2016-08,5.9
2016-08,0.4
2016-08,0.4
2016-08,0.6
2016-08,6.9
2016-08,7.1
2016-08,0.3
2016-08,0.3
2016-08,0.5
2016-08,7.1
2016-08,7.2
2016-08,0.3
2016-08,0.3
2016-08,0.5
2016-08,15.3
2016-08,14.4
2016-08,1.2
2016-08,1.3
2016-08,1.7
2016-08,17.0
2016-08,12.8
2016-08,5.5
2016-08,5.7
2016-08,0.3
2016-08,0.3
2016-08,0.4
2016-08,5.5
2016-08,5.8
2016-08,0.4
2016-08,0.3
2016-08,0.5
2016-08,5.4
2016-08,5.5
2016-08,0.6
2016-08,0.6
2016-08,0.8
2016-08,6.0
2016-08,7.7
2016-08,0.3
2016-08,0.3
2016-08,0.5
2016-08,6.0
2016-08,7.9
2016-08,0.3
2016-08,0.3
2016-08,0.5
2016-08,12.0
2016-08,11.9
2016-08,1.1
2016-08,1.2
2016-08,1.6
2016-08,16.1
2016-08,9.3
2016-08,4.9
2016-08,6.8
2016-08,0.3
2016-08,0.3
2016-08,0.5
2016-08,5.0
2016-08,6.9
2016-08,0.4
2016-08,0.4
2016-08,0.5
2016-08,4.8
2016-08,6.4
2016-08,0.7
2016-08,0.7
2016-08,1.0
2016-09,6.5
2016-09,6.2
2016-09,0.2
2016-09,0.2
2016-09,0.3
2016-09,6.6
2016-09,6.4
2016-09,0.2
2016-09,0.2
2016-09,0.3
2016-09,13.4
2016-09,14.1
2016-09,0.8
2016-09,0.9
2016-09,1.2
2016-09,19.3
2016-09,11.4
2016-09,5.3
2016-09,4.9
2016-09,0.2
2016-09,0.2
2016-09,0.3
2016-09,5.3
2016-09,5.1
2016-09,0.3
2016-09,0.3
2016-09,0.4
2016-09,5.0
2016-09,4.5
2016-09,0.4
2016-09,0.4
2016-09,0.6
2016-09,6.7
2016-09,6.3
2016-09,0.3
2016-09,0.3
2016-09,0.5
2016-09,6.8
2016-09,6.4
2016-09,0.3
2016-09,0.3
2016-09,0.5
2016-09,15.6
2016-09,16.0
2016-09,1.2
2016-09,1.3
2016-09,1.7
2016-09,21.3
2016-09,13.4
2016-09,5.1
2016-09,4.7
2016-09,0.3
2016-09,0.3
2016-09,0.4
2016-09,5.2
2016-09,4.8
2016-09,0.4
2016-09,0.3
2016-09,0.5
2016-09,5.1
2016-09,4.3
2016-09,0.6
2016-09,0.6
2016-09,0.8
2016-09,6.2
2016-09,6.2
2016-09,0.3
2016-09,0.3
2016-09,0.5
2016-09,6.3
2016-09,6.3
2016-09,0.3
2016-09,0.3
2016-09,0.5
2016-09,11.0
2016-09,12.0
2016-09,1.1
2016-09,1.2
2016-09,1.6
2016-09,17.2
2016-09,9.2
2016-09,5.4
2016-09,5.2
2016-09,0.3
2016-09,0.3
2016-09,0.5
2016-09,5.5
2016-09,5.3
2016-09,0.4
2016-09,0.4
2016-09,0.5
2016-09,5.0
2016-09,4.7
2016-09,0.7
2016-09,0.7
2016-09,1.0
2016-10,6.4
2016-10,5.9
2016-10,0.2
2016-10,0.2
2016-10,0.3
2016-10,6.5
2016-10,6.1
2016-10,0.2
2016-10,0.2
2016-10,0.3
2016-10,12.4
2016-10,12.3
2016-10,0.8
2016-10,0.9
2016-10,1.2
2016-10,16.0
2016-10,10.5
2016-10,5.3
2016-10,4.9
2016-10,0.2
2016-10,0.2
2016-10,0.3
2016-10,5.4
2016-10,4.9
2016-10,0.3
2016-10,0.3
2016-10,0.4
2016-10,5.1
2016-10,4.7
2016-10,0.4
2016-10,0.4
2016-10,0.6
2016-10,6.5
2016-10,6.1
2016-10,0.3
2016-10,0.3
2016-10,0.5
2016-10,6.6
2016-10,6.2
2016-10,0.3
2016-10,0.3
2016-10,0.5
2016-10,13.1
2016-10,13.3
2016-10,1.2
2016-10,1.3
2016-10,1.7
2016-10,16.8
2016-10,11.5
2016-10,5.3
2016-10,4.9
2016-10,0.3
2016-10,0.3
2016-10,0.4
2016-10,5.2
2016-10,4.8
2016-10,0.4
2016-10,0.3
2016-10,0.5
2016-10,5.7
2016-10,5.1
2016-10,0.6
2016-10,0.6
2016-10,0.8
2016-10,6.2
2016-10,5.8
2016-10,0.3
2016-10,0.3
2016-10,0.5
2016-10,6.4
2016-10,5.9
2016-10,0.3
2016-10,0.3
2016-10,0.5
2016-10,11.6
2016-10,11.3
2016-10,1.1
2016-10,1.2
2016-10,1.6
2016-10,15.1
2016-10,9.5
2016-10,5.2
2016-10,4.9
2016-10,0.3
2016-10,0.3
2016-10,0.5
2016-10,5.5
2016-10,5.1
2016-10,0.4
2016-10,0.4
2016-10,0.5
2016-10,4.4
2016-10,4.2
2016-10,0.7
2016-10,0.7
2016-10,1.0
2016-11,6.3
2016-11,5.5
2016-11,0.2
2016-11,0.2
2016-11,0.3
2016-11,6.4
2016-11,5.7
2016-11,0.2
2016-11,0.2
2016-11,0.3
2016-11,12.6
2016-11,11.3
2016-11,0.8
2016-11,0.9
2016-11,1.2
2016-11,16.6
2016-11,8.7
2016-11,5.2
2016-11,4.6
2016-11,0.2
2016-11,0.2
2016-11,0.3
2016-11,5.4
2016-11,4.7
2016-11,0.3
2016-11,0.3
2016-11,0.4
2016-11,4.5
2016-11,4.0
2016-11,0.4
2016-11,0.4
2016-11,0.6
2016-11,6.5
2016-11,5.8
2016-11,0.3
2016-11,0.3
2016-11,0.5
2016-11,6.6
2016-11,5.9
2016-11,0.3
2016-11,0.3
2016-11,0.5
2016-11,13.6
2016-11,12.1
2016-11,1.2
2016-11,1.3
2016-11,1.7
2016-11,19.9
2016-11,8.5
2016-11,5.3
2016-11,4.7
2016-11,0.3
2016-11,0.3
2016-11,0.4
2016-11,5.5
2016-11,4.9
2016-11,0.4
2016-11,0.3
2016-11,0.5
2016-11,4.7
2016-11,4.3
2016-11,0.6
2016-11,0.6
2016-11,0.8
2016-11,6.1
2016-11,5.2
2016-11,0.3
2016-11,0.3
2016-11,0.5
2016-11,6.2
2016-11,5.4
2016-11,0.3
2016-11,0.3
2016-11,0.5
2016-11,11.5
2016-11,10.4
2016-11,1.1
2016-11,1.2
2016-11,1.6
2016-11,13.3
2016-11,8.8
2016-11,5.1
2016-11,4.4
2016-11,0.3
2016-11,0.3
2016-11,0.5
2016-11,5.3
2016-11,4.6
2016-11,0.4
2016-11,0.4
2016-11,0.5
2016-11,4.4
2016-11,3.7
2016-11,0.7
2016-11,0.7
2016-11,1.0
2016-12,6.5
2016-12,5.7
2016-12,0.2
2016-12,0.2
2016-12,0.3
2016-12,6.6
2016-12,5.9
2016-12,0.2
2016-12,0.2
2016-12,0.3
2016-12,13.5
2016-12,11.5
2016-12,0.8
2016-12,0.9
2016-12,1.2
2016-12,17.6
2016-12,8.5
2016-12,5.2
2016-12,4.7
2016-12,0.2
2016-12,0.2
2016-12,0.3
2016-12,5.3
2016-12,4.8
2016-12,0.3
2016-12,0.3
2016-12,0.4
2016-12,5.2
2016-12,4.6
2016-12,0.4
2016-12,0.4
2016-12,0.6
2016-12,6.2
2016-12,5.7
2016-12,0.3
2016-12,0.3
2016-12,0.5
2016-12,6.4
2016-12,5.8
2016-12,0.3
2016-12,0.3
2016-12,0.5
2016-12,13.1
2016-12,11.5
2016-12,1.2
2016-12,1.3
2016-12,1.7
2016-12,18.4
2016-12,8.4
2016-12,5.1
2016-12,4.7
2016-12,0.3
2016-12,0.3
2016-12,0.4
2016-12,4.9
2016-12,4.6
2016-12,0.4
2016-12,0.3
2016-12,0.5
2016-12,5.5
2016-12,5.0
2016-12,0.6
2016-12,0.6
2016-12,0.8
2016-12,6.7
2016-12,5.7
2016-12,0.3
2016-12,0.3
2016-12,0.5
2016-12,6.8
2016-12,5.9
2016-12,0.3
2016-12,0.3
2016-12,0.5
2016-12,13.9
2016-12,11.4
2016-12,1.1
2016-12,1.2
2016-12,1.6
2016-12,16.7
2016-12,8.6
2016-12,5.4
2016-12,4.8
2016-12,0.3
2016-12,0.3
2016-12,0.5
2016-12,5.7
2016-12,5.0
2016-12,0.4
2016-12,0.4
2016-12,0.5
2016-12,4.7
2016-12,4.1
2016-12,0.7
2016-12,0.7
2016-12,1.0
2017-01,6.6
2017-01,6.6
2017-01,0.2
2017-01,0.2
2017-01,0.3
2017-01,6.6
2017-01,6.7
2017-01,0.2
2017-01,0.2
2017-01,0.3
2017-01,14.5
2017-01,14.9
2017-01,0.8
2017-01,0.8
2017-01,1.2
2017-01,21.3
2017-01,11.7
2017-01,5.2
2017-01,5.3
2017-01,0.2
2017-01,0.2
2017-01,0.3
2017-01,5.2
2017-01,5.3
2017-01,0.3
2017-01,0.3
2017-01,0.4
2017-01,5.0
2017-01,5.4
2017-01,0.4
2017-01,0.4
2017-01,0.6
2017-01,6.7
2017-01,7.3
2017-01,0.3
2017-01,0.3
2017-01,0.4
2017-01,6.7
2017-01,7.4
2017-01,0.3
2017-01,0.3
2017-01,0.5
2017-01,15.8
2017-01,17.2
2017-01,1.2
2017-01,1.2
2017-01,1.7
2017-01,25.1
2017-01,13.2
2017-01,5.1
2017-01,5.6
2017-01,0.3
2017-01,0.3
2017-01,0.4
2017-01,5.1
2017-01,5.4
2017-01,0.4
2017-01,0.3
2017-01,0.5
2017-01,5.1
2017-01,6.3
2017-01,0.6
2017-01,0.6
2017-01,0.8
2017-01,6.4
2017-01,6.0
2017-01,0.3
2017-01,0.3
2017-01,0.5
2017-01,6.4
2017-01,6.0
2017-01,0.3
2017-01,0.3
2017-01,0.5
2017-01,13.1
2017-01,12.4
2017-01,1.1
2017-01,1.1
2017-01,1.6
2017-01,17.2
2017-01,9.9
2017-01,5.2
2017-01,4.9
2017-01,0.3
2017-01,0.3
2017-01,0.4
2017-01,5.3
2017-01,5.1
2017-01,0.4
2017-01,0.4
2017-01,0.5
2017-01,5.0
2017-01,4.3
2017-01,0.7
2017-01,0.7
2017-01,0.9
2017-02,6.3
2017-02,6.3
2017-02,0.2
2017-02,0.2
2017-02,0.3
2017-02,6.4
2017-02,6.4
2017-02,0.2
2017-02,0.2
2017-02,0.3
2017-02,12.8
2017-02,12.3
2017-02,0.8
2017-02,0.8
2017-02,1.2
2017-02,17.2
2017-02,9.8
2017-02,5.2
2017-02,5.4
2017-02,0.2
2017-02,0.2
2017-02,0.3
2017-02,5.2
2017-02,5.3
2017-02,0.3
2017-02,0.3
2017-02,0.4
2017-02,5.2
2017-02,5.6
2017-02,0.4
2017-02,0.4
2017-02,0.6
2017-02,6.4
2017-02,6.8
2017-02,0.3
2017-02,0.3
2017-02,0.4
2017-02,6.4
2017-02,7.0
2017-02,0.3
2017-02,0.3
2017-02,0.5
2017-02,13.3
2017-02,13.9
2017-02,1.2
2017-02,1.2
2017-02,1.7
2017-02,19.9
2017-02,10.8
2017-02,5.2
2017-02,5.7
2017-02,0.3
2017-02,0.3
2017-02,0.4
2017-02,5.2
2017-02,5.7
2017-02,0.4
2017-02,0.3
2017-02,0.5
2017-02,5.0
2017-02,5.8
2017-02,0.6
2017-02,0.6
2017-02,0.8
2017-02,6.3
2017-02,5.7
2017-02,0.3
2017-02,0.3
2017-02,0.5
2017-02,6.3
2017-02,5.8
2017-02,0.3
2017-02,0.3
2017-02,0.5
2017-02,12.2
2017-02,10.6
2017-02,1.1
2017-02,1.1
2017-02,1.6
2017-02,14.3
2017-02,8.6
2017-02,5.2
2017-02,5.0
2017-02,0.3
2017-02,0.3
2017-02,0.4
2017-02,5.2
2017-02,4.8
2017-02,0.4
2017-02,0.4
2017-02,0.5
2017-02,5.4
2017-02,5.4
2017-02,0.7
2017-02,0.7
2017-02,0.9
2017-03,6.3
2017-03,6.8
2017-03,0.2
2017-03,0.2
2017-03,0.3
2017-03,6.4
2017-03,6.8
2017-03,0.2
2017-03,0.2
2017-03,0.3
2017-03,13.6
2017-03,13.9
2017-03,0.8
2017-03,0.8
2017-03,1.2
2017-03,19.9
2017-03,10.7
2017-03,5.1
2017-03,5.6
2017-03,0.2
2017-03,0.2
2017-03,0.3
2017-03,5.2
2017-03,5.6
2017-03,0.3
2017-03,0.3
2017-03,0.4
2017-03,4.7
2017-03,5.5
2017-03,0.4
2017-03,0.4
2017-03,0.6
2017-03,6.5
2017-03,7.3
2017-03,0.3
2017-03,0.3
2017-03,0.4
2017-03,6.6
2017-03,7.5
2017-03,0.3
2017-03,0.3
2017-03,0.5
2017-03,14.6
2017-03,15.9
2017-03,1.2
2017-03,1.2
2017-03,1.7
2017-03,21.9
2017-03,12.7
2017-03,5.1
2017-03,5.9
2017-03,0.3
2017-03,0.3
2017-03,0.4
2017-03,5.3
2017-03,6.0
2017-03,0.4
2017-03,0.3
2017-03,0.5
2017-03,4.6
2017-03,5.7
2017-03,0.6
2017-03,0.6
2017-03,0.8
2017-03,6.1
2017-03,6.1
2017-03,0.3
2017-03,0.3
2017-03,0.5
2017-03,6.1
2017-03,6.2
2017-03,0.3
2017-03,0.3
2017-03,0.5
2017-03,12.4
2017-03,11.7
2017-03,1.1
2017-03,1.1
2017-03,1.6
2017-03,17.7
2017-03,8.4
2017-03,5.1
2017-03,5.2
2017-03,0.3
2017-03,0.3
2017-03,0.4
2017-03,5.2
2017-03,5.2
2017-03,0.4
2017-03,0.4
2017-03,0.5
2017-03,4.7
2017-03,5.2
2017-03,0.7
2017-03,0.7
2017-03,0.9
2017-04,6.0
2017-04,5.9
2017-04,0.2
2017-04,0.2
2017-04,0.3
2017-04,6.0
2017-04,6.0
2017-04,0.2
2017-04,0.2
2017-04,0.3
2017-04,11.7
2017-04,11.7
2017-04,0.8
2017-04,0.8
2017-04,1.2
2017-04,16.2
2017-04,9.3
2017-04,5.1
2017-04,5.0
2017-04,0.2
2017-04,0.2
2017-04,0.3
2017-04,5.2
2017-04,5.0
2017-04,0.3
2017-04,0.3
2017-04,0.4
2017-04,4.6
2017-04,4.9
2017-04,0.4
2017-04,0.4
2017-04,0.6
2017-04,6.3
2017-04,6.4
2017-04,0.3
2017-04,0.3
2017-04,0.4
2017-04,6.4
2017-04,6.4
2017-04,0.3
2017-04,0.3
2017-04,0.5
2017-04,12.5
2017-04,12.5
2017-04,1.2
2017-04,1.2
2017-04,1.7
2017-04,13.5
2017-04,12.0
2017-04,5.3
2017-04,5.4
2017-04,0.3
2017-04,0.3
2017-04,0.4
2017-04,5.5
2017-04,5.5
2017-04,0.4
2017-04,0.3
2017-04,0.5
2017-04,4.6
2017-04,5.0
2017-04,0.6
2017-04,0.6
2017-04,0.8
2017-04,5.7
2017-04,5.5
2017-04,0.3
2017-04,0.3
2017-04,0.5
2017-04,5.7
2017-04,5.5
2017-04,0.3
2017-04,0.3
2017-04,0.5
2017-04,10.8
2017-04,10.9
2017-04,1.1
2017-04,1.1
2017-04,1.6
2017-04,19.0
2017-04,6.2
2017-04,4.8
2017-04,4.6
2017-04,0.3
2017-04,0.3
2017-04,0.4
2017-04,4.9
2017-04,4.5
2017-04,0.4
2017-04,0.4
2017-04,0.5
2017-04,4.7
2017-04,4.8
2017-04,0.7
2017-04,0.7
2017-04,0.9
2017-05,6.4
2017-05,6.6
2017-05,0.2
2017-05,0.2
2017-05,0.3
2017-05,6.5
2017-05,6.7
2017-05,0.2
2017-05,0.2
2017-05,0.3
2017-05,12.2
2017-05,13.8
2017-05,0.8
2017-05,0.8
2017-05,1.2
2017-05,19.0
2017-05,10.8
2017-05,5.4
2017-05,5.2
2017-05,0.2
2017-05,0.2
2017-05,0.3
2017-05,5.4
2017-05,5.3
2017-05,0.3
2017-05,0.3
2017-05,0.4
2017-05,5.3
2017-05,4.9
2017-05,0.4
2017-05,0.4
2017-05,0.6
2017-05,6.7
2017-05,6.7
2017-05,0.3
2017-05,0.3
2017-05,0.4
2017-05,6.8
2017-05,6.9
2017-05,0.3
2017-05,0.3
2017-05,0.5
2017-05,13.7
2017-05,14.3
2017-05,1.2
2017-05,1.2
2017-05,1.7
2017-05,18.5
2017-05,12.0
2017-05,5.5
2017-05,5.3
2017-05,0.3
2017-05,0.3
2017-05,0.4
2017-05,5.4
2017-05,5.3
2017-05,0.4
2017-05,0.3
2017-05,0.5
2017-05,5.7
2017-05,5.4
2017-05,0.6
2017-05,0.6
2017-05,0.8
2017-05,6.1
2017-05,6.4
2017-05,0.3
2017-05,0.3
2017-05,0.5
2017-05,6.1
2017-05,6.5
2017-05,0.3
2017-05,0.3
2017-05,0.5
2017-05,10.5
2017-05,13.2
2017-05,1.1
2017-05,1.1
2017-05,1.6
2017-05,19.4
2017-05,9.4
2017-05,5.3
2017-05,5.1
2017-05,0.3
2017-05,0.3
2017-05,0.4
2017-05,5.4
2017-05,5.3
2017-05,0.4
2017-05,0.4
2017-05,0.5
2017-05,4.7
2017-05,4.3
2017-05,0.7
2017-05,0.7
2017-05,0.9
2017-06,6.2
2017-06,6.2
2017-06,0.2
2017-06,0.2
2017-06,0.3
2017-06,6.3
2017-06,6.2
2017-06,0.2
2017-06,0.2
2017-06,0.3
2017-06,11.6
2017-06,11.7
2017-06,0.8
2017-06,0.8
2017-06,1.2
2017-06,14.5
2017-06,10.1
2017-06,5.3
2017-06,5.1
2017-06,0.2
2017-06,0.2
2017-06,0.3
2017-06,5.3
2017-06,5.1
2017-06,0.3
2017-06,0.3
2017-06,0.4
2017-06,5.3
2017-06,5.1
2017-06,0.4
2017-06,0.4
2017-06,0.6
2017-06,6.5
2017-06,6.3
2017-06,0.3
2017-06,0.3
2017-06,0.4
2017-06,6.6
2017-06,6.3
2017-06,0.3
2017-06,0.3
2017-06,0.5
2017-06,12.4
2017-06,12.1
2017-06,1.2
2017-06,1.2
2017-06,1.7
2017-06,13.9
2017-06,11.2
2017-06,5.5
2017-06,5.2
2017-06,0.3
2017-06,0.3
2017-06,0.4
2017-06,5.5
2017-06,5.2
2017-06,0.4
2017-06,0.3
2017-06,0.5
2017-06,5.6
2017-06,5.2
2017-06,0.6
2017-06,0.6
2017-06,0.8
2017-06,5.9
2017-06,6.0
2017-06,0.3
2017-06,0.3
2017-06,0.5
2017-06,6.0
2017-06,6.1
2017-06,0.3
2017-06,0.3
2017-06,0.5
2017-06,10.8
2017-06,11.3
2017-06,1.1
2017-06,1.1
2017-06,1.6
2017-06,15.1
2017-06,8.9
2017-06,5.1
2017-06,5.0
2017-06,0.3
2017-06,0.3
2017-06,0.4
2017-06,5.1
2017-06,5.1
2017-06,0.4
2017-06,0.4
2017-06,0.5
2017-06,5.0
2017-06,4.9
2017-06,0.7
2017-06,0.7
2017-06,0.9
2017-07,6.0
2017-07,6.6
2017-07,0.2
2017-07,0.2
2017-07,0.3
2017-07,6.2
2017-07,6.8
2017-07,0.2
2017-07,0.2
2017-07,0.3
2017-07,10.9
2017-07,12.0
2017-07,0.8
2017-07,0.8
2017-07,1.2
2017-07,16.3
2017-07,9.1
2017-07,5.2
2017-07,5.6
2017-07,0.2
2017-07,0.2
2017-07,0.3
2017-07,5.3
2017-07,5.8
2017-07,0.3
2017-07,0.2
2017-07,0.4
2017-07,4.8
2017-07,4.8
2017-07,0.5
2017-07,0.4
2017-07,0.6
2017-07,6.3
2017-07,6.4
2017-07,0.3
2017-07,0.3
2017-07,0.4
2017-07,6.4
2017-07,6.5
2017-07,0.3
2017-07,0.3
2017-07,0.5
2017-07,13.4
2017-07,14.2
2017-07,1.2
2017-07,1.2
2017-07,1.7
2017-07,19.3
2017-07,10.9
2017-07,5.0
2017-07,4.8
2017-07,0.3
2017-07,0.3
2017-07,0.4
2017-07,5.1
2017-07,4.9
2017-07,0.4
2017-07,0.3
2017-07,0.5
2017-07,4.9
2017-07,4.6
2017-07,0.6
2017-07,0.5
2017-07,0.8
2017-07,5.8
2017-07,7.0
2017-07,0.3
2017-07,0.3
2017-07,0.5
2017-07,5.9
2017-07,7.1
2017-07,0.3
2017-07,0.3
2017-07,0.5
2017-07,8.3
2017-07,9.7
2017-07,1.1
2017-07,1.2
2017-07,1.6
2017-07,13.3
2017-07,7.2
2017-07,5.4
2017-07,6.4
2017-07,0.3
2017-07,0.3
2017-07,0.4
2017-07,5.6
2017-07,6.8
2017-07,0.4
2017-07,0.4
2017-07,0.5
2017-07,4.6
2017-07,5.0
2017-07,0.6
2017-07,0.6
2017-07,0.9
2017-08,5.5
2017-08,6.4
2017-08,0.2
2017-08,0.2
2017-08,0.3
2017-08,5.7
2017-08,6.6
2017-08,0.2
2017-08,0.2
2017-08,0.3
2017-08,10.0
2017-08,9.7
2017-08,0.8
2017-08,0.8
2017-08,1.2
2017-08,12.7
2017-08,7.8
2017-08,4.8
2017-08,5.8
2017-08,0.2
2017-08,0.2
2017-08,0.3
2017-08,5.0
2017-08,6.1
2017-08,0.3
2017-08,0.2
2017-08,0.4
2017-08,4.2
2017-08,4.9
2017-08,0.5
2017-08,0.4
2017-08,0.6
2017-08,5.5
2017-08,5.7
2017-08,0.3
2017-08,0.3
2017-08,0.4
2017-08,5.7
2017-08,5.8
2017-08,0.3
2017-08,0.3
2017-08,0.5
2017-08,11.6
2017-08,10.9
2017-08,1.2
2017-08,1.2
2017-08,1.7
2017-08,14.3
2017-08,8.8
2017-08,4.5
2017-08,4.7
2017-08,0.3
2017-08,0.3
2017-08,0.4
2017-08,4.6
2017-08,4.8
2017-08,0.4
2017-08,0.3
2017-08,0.5
2017-08,4.3
2017-08,4.3
2017-08,0.6
2017-08,0.5
2017-08,0.8
2017-08,5.5
2017-08,7.2
2017-08,0.3
2017-08,0.3
2017-08,0.5
2017-08,5.7
2017-08,7.4
2017-08,0.3
2017-08,0.3
2017-08,0.5
2017-08,8.1
2017-08,8.4
2017-08,1.1
2017-08,1.2
2017-08,1.6
2017-08,11.0
2017-08,6.7
2017-08,5.1
2017-08,7.0
2017-08,0.3
2017-08,0.3
2017-08,0.4
2017-08,5.4
2017-08,7.5
2017-08,0.4
2017-08,0.4
2017-08,0.5
2017-08,4.1
2017-08,5.5
2017-08,0.6
2017-08,0.6
2017-08,0.9
2017-09,5.8
2017-09,5.6
2017-09,0.2
2017-09,0.2
2017-09,0.3
2017-09,5.9
2017-09,5.8
2017-09,0.2
2017-09,0.2
2017-09,0.3
2017-09,10.0
2017-09,10.9
2017-09,0.8
2017-09,0.8
2017-09,1.2
2017-09,12.5
2017-09,10.0
2017-09,5.1
2017-09,4.8
2017-09,0.2
2017-09,0.2
2017-09,0.3
2017-09,5.3
2017-09,5.1
2017-09,0.3
2017-09,0.2
2017-09,0.4
2017-09,4.4
2017-09,3.9
